u0,v0,u1,v1,u2,v2,u3,v3,u4,v4,u5,v5,u6,v6,u7,v7
91.0,36.5,46.0,36.0,47.0,59.0,69.0,59.0,91.5,58.5,48.0,81.0,90.0,80.0,68.0,37.0
91.0,35.0,46.0,35.0,46.0,58.0,68.0,58.0,91.0,58.0,47.0,80.0,90.0,80.0,67.5,35.5
91.0,35.0,45.0,35.0,46.0,57.0,68.0,58.0,91.0,57.0,47.0,80.0,89.0,79.5,67.0,35.0
91.0,34.0,45.0,35.0,45.5,56.5,67.5,56.5,90.0,56.0,46.5,79.0,89.0,79.0,67.0,35.0
91.0,33.0,44.0,33.0,45.0,56.0,67.5,56.5,90.0,56.0,46.0,78.0,89.0,79.0,67.0,34.0
89.5,32.5,43.0,33.0,43.5,56.0,66.0,56.0,89.0,56.0,45.0,78.0,88.0,78.0,66.0,34.0
89.5,32.5,43.5,32.5,43.0,55.5,66.0,55.0,89.0,55.0,44.5,77.0,87.0,77.0,65.0,33.0
88.0,32.0,42.0,33.0,43.0,55.0,65.0,55.0,88.0,55.0,44.0,77.0,86.5,77.0,65.0,33.0
88.0,31.0,41.0,32.0,41.5,54.5,64.0,54.5,87.5,54.5,43.5,76.5,86.0,77.0,64.0,32.5
87.0,31.0,40.5,31.5,41.5,54.5,63.5,54.5,86.0,55.0,42.0,76.0,85.0,77.0,63.0,32.0
85.5,30.5,39.5,31.0,40.0,54.0,63.0,55.0,85.5,54.5,41.5,76.5,83.5,76.5,62.0,32.0
84.5,31.0,38.0,31.0,39.0,54.5,61.5,54.5,84.0,54.0,40.0,76.0,83.0,77.0,61.0,31.0
83.0,31.0,37.0,31.0,38.0,54.0,61.0,54.0,83.0,54.0,39.5,76.5,82.0,76.0,60.0,31.5
83.0,31.0,37.0,31.0,37.5,54.5,60.0,54.0,82.0,54.0,39.0,76.0,81.0,76.5,60.0,32.0
81.5,31.0,36.0,32.0,36.0,54.0,59.0,54.0,82.0,54.0,37.5,76.0,80.0,76.0,59.0,32.0
81.0,32.0,35.0,32.0,35.5,54.5,58.0,55.0,80.0,54.0,37.0,76.0,79.0,76.0,59.0,123.0
80.0,32.0,34.0,32.0,35.0,54.0,57.5,54.5,79.5,54.5,36.0,76.5,78.5,76.5,58.0,34.0
79.0,32.0,33.0,33.0,34.0,55.0,56.5,54.5,79.0,55.0,35.0,77.0,77.5,77.0,57.5,123.0
78.5,32.5,33.0,33.0,33.0,55.0,56.0,55.0,78.0,55.0,34.5,76.5,77.0,77.0,55.5,33.0
77.5,32.5,32.0,33.0,33.0,55.0,55.5,55.5,77.0,56.0,34.0,77.0,77.0,77.0,55.0,33.5
77.0,33.0,31.0,33.0,32.0,55.0,55.0,56.0,77.0,56.0,33.0,78.0,75.5,77.5,54.0,33.0
76.0,33.0,30.0,33.0,31.0,56.0,54.0,56.0,76.0,57.0,32.0,78.5,75.0,78.0,53.5,34.0
75.0,34.0,29.5,34.0,30.0,57.0,53.0,56.0,75.0,56.0,31.5,78.5,74.0,79.0,53.0,35.0
75.0,34.0,29.0,35.0,29.5,56.5,52.5,57.0,74.5,57.0,31.0,79.0,73.5,79.5,52.0,35.0
74.0,35.0,28.0,35.0,29.0,57.5,52.0,58.0,74.0,58.0,29.5,79.5,73.0,80.0,52.0,35.0
73.5,35.5,27.0,35.0,28.0,58.0,51.0,58.0,73.0,58.0,29.0,80.0,72.5,80.5,51.0,36.0
73.0,36.0,27.0,36.0,27.5,58.5,51.0,59.0,73.0,59.0,28.5,81.0,72.0,81.0,50.0,37.0
73.0,36.5,26.0,37.0,27.0,59.0,50.0,59.0,73.0,59.0,27.5,81.5,71.0,82.0,50.0,37.5
72.0,37.0,26.0,37.0,26.0,60.0,49.0,60.0,72.0,60.5,27.0,82.0,71.0,83.0,50.0,38.0
71.5,38.0,25.5,38.5,26.0,61.0,49.0,61.0,72.0,61.0,27.0,83.0,70.0,83.0,50.0,39.0
71.0,39.0,25.0,39.0,25.0,62.0,49.0,62.0,72.0,62.0,26.0,84.0,69.5,84.0,49.0,40.0
71.0,40.0,24.5,40.0,25.0,62.5,49.0,62.5,71.0,62.0,26.0,84.0,69.0,85.0,49.0,42.0
71.0,41.0,24.0,41.0,25.0,63.0,49.0,63.0,71.0,63.0,26.0,85.0,69.0,85.0,48.0,41.5
70.0,41.0,24.0,41.0,25.0,64.0,48.0,64.0,70.5,64.0,25.0,86.0,70.0,86.0,48.0,42.0
70.0,42.0,23.5,42.0,25.0,64.0,48.0,65.0,70.0,65.0,25.0,87.0,69.0,87.0,47.0,43.0
70.0,43.0,24.0,43.0,25.0,65.0,48.0,65.0,70.0,65.0,25.0,88.0,69.5,87.5,47.5,43.0
70.0,43.5,24.0,44.0,24.5,66.0,48.0,66.0,70.0,65.5,25.0,88.0,69.0,88.0,49.0,83.5
70.0,44.0,24.0,44.5,25.0,67.0,48.0,66.5,70.0,66.5,25.0,89.0,69.0,89.0,48.5,84.0
71.0,45.0,24.5,45.0,25.0,68.0,48.5,67.0,70.0,68.0,25.0,90.0,69.0,90.0,49.0,46.0
70.0,46.0,25.0,46.5,25.0,69.0,49.0,68.0,70.5,68.5,26.0,91.0,70.0,91.0,58.0,123.0
71.0,47.0,25.0,47.5,25.5,69.5,49.0,69.0,70.5,69.0,26.0,91.0,70.0,91.0,58.5,123.0
71.0,48.0,25.5,48.0,26.0,69.0,49.0,70.0,71.0,70.0,26.0,92.0,70.0,91.5,60.0,123.0
71.0,48.0,26.0,48.0,26.0,70.0,49.0,70.0,71.0,70.0,26.5,93.0,70.0,93.0,58.5,123.0
71.5,48.5,26.5,49.5,26.0,71.0,50.0,71.0,71.5,70.0,26.5,93.5,70.5,93.0,59.0,123.0
72.0,50.0,27.0,50.0,27.0,72.0,50.0,71.5,72.0,71.5,27.0,94.5,71.0,94.0,59.0,123.0
72.5,50.5,27.0,50.0,27.0,72.5,50.0,72.0,72.5,72.0,27.0,95.5,71.0,95.0,51.0,123.0
73.0,51.0,28.0,52.0,28.0,73.0,50.5,73.5,72.5,73.5,28.0,96.0,71.5,95.5,51.0,87.5
73.0,52.0,28.5,52.0,28.0,74.0,51.0,74.0,73.0,74.0,28.0,97.0,72.0,97.0,51.0,123.0
74.0,53.0,29.0,53.0,29.0,75.0,51.5,74.5,74.0,75.0,28.5,98.0,72.5,97.5,52.0,123.0
75.0,54.0,29.0,54.0,29.0,76.0,52.5,75.5,74.5,75.5,29.0,99.0,73.5,98.5,53.0,123.0
75.0,54.0,30.5,54.5,30.0,77.0,53.0,76.0,75.0,76.0,30.0,100.0,74.0,99.0,53.0,123.0
75.5,54.5,30.5,55.0,30.5,77.5,54.0,77.0,76.0,77.0,31.0,100.0,74.5,100.0,54.0,123.0
76.5,55.5,31.0,55.5,31.0,78.0,54.5,77.5,76.5,77.5,31.0,101.0,76.0,101.0,54.0,56.0
77.0,55.5,32.0,56.0,32.0,78.0,55.0,78.0,77.0,78.0,32.0,102.0,76.5,101.5,55.0,123.0
78.0,56.0,33.0,57.0,32.5,79.0,56.0,78.0,78.0,78.0,33.0,102.0,77.0,101.5,58.0,123.0
79.0,56.0,34.0,57.0,34.0,79.0,56.5,78.5,79.0,79.0,34.0,102.0,78.0,102.0,57.5,123.0
79.5,56.5,34.5,57.5,34.5,79.0,57.5,78.5,80.0,79.0,34.5,102.5,78.5,102.0,58.0,123.0
80.0,57.0,36.0,57.0,35.0,79.0,58.0,79.0,80.5,79.0,35.5,102.5,79.5,102.0,58.0,123.0
81.0,56.5,37.0,57.0,36.0,79.0,59.0,79.0,81.0,79.0,36.5,102.0,80.5,102.0,59.0,90.0
82.0,57.0,37.5,57.0,37.0,79.0,59.5,78.5,81.5,78.5,37.0,102.0,81.0,101.5,60.0,123.0
82.0,56.0,38.0,56.0,38.0,78.0,60.5,78.0,82.5,78.0,38.0,101.5,82.0,101.5,60.0,56.0
83.0,55.0,39.0,56.0,38.5,78.0,60.5,77.5,83.0,78.0,39.0,101.0,82.5,101.0,60.0,89.5
84.0,55.5,39.5,55.5,39.0,77.5,62.0,77.5,84.0,77.5,39.0,101.0,84.0,101.0,61.0,56.0
85.0,55.0,40.0,55.0,40.0,77.5,63.0,77.0,84.5,77.5,40.5,100.0,84.5,100.0,62.0,56.0
85.0,55.0,40.5,55.5,41.0,77.0,63.0,76.5,85.0,77.0,41.0,100.0,85.0,100.0,62.0,55.5
85.0,54.5,42.0,54.5,42.0,76.0,63.0,76.5,86.0,77.0,42.0,100.0,85.0,100.0,63.0,55.5
86.5,54.0,42.0,55.0,42.0,76.0,64.0,76.0,86.5,76.0,42.5,99.0,86.0,99.5,64.0,123.0
87.0,54.0,43.0,54.0,42.0,76.0,64.5,75.5,87.0,76.0,43.0,99.0,87.0,99.0,64.0,123.0
88.0,54.0,43.0,54.0,43.0,76.0,66.0,75.5,88.0,75.5,44.0,99.0,87.5,99.0,64.0,123.0
89.0,54.0,44.0,53.5,44.0,75.0,66.5,75.5,88.5,75.5,44.5,98.0,88.5,98.5,65.0,123.0
89.5,53.5,45.0,54.0,45.0,75.5,67.0,75.0,90.0,75.0,46.0,98.0,89.0,98.0,66.0,123.0
91.0,53.0,46.0,53.0,46.0,75.0,68.0,75.0,90.5,75.0,47.0,98.0,90.0,98.0,67.0,123.0
91.0,53.0,46.0,53.0,46.5,74.5,68.0,74.0,91.0,75.0,47.0,97.5,91.0,97.5,68.0,123.0
92.0,52.0,47.0,52.0,47.0,74.0,69.0,74.0,92.0,74.0,48.0,97.0,91.5,97.5,68.0,123.0
92.0,52.0,47.0,52.0,48.0,73.0,69.5,73.5,93.0,74.0,48.5,96.5,92.5,97.0,68.5,52.0
93.0,51.0,48.0,51.0,48.0,73.0,70.0,73.0,93.5,73.5,49.0,96.0,93.0,96.0,70.0,123.0
94.0,50.0,48.5,50.5,49.0,72.5,71.0,72.0,94.0,73.0,50.0,95.0,93.5,95.5,70.0,123.0
94.0,50.0,49.0,50.0,49.5,71.5,72.0,71.0,94.5,72.0,50.5,94.5,94.0,95.0,70.0,123.0
94.0,49.0,49.0,49.0,50.0,71.0,72.0,71.0,95.0,71.0,51.0,94.0,95.0,94.0,71.0,50.0
95.0,48.0,50.0,48.5,50.0,70.0,73.0,70.0,95.0,71.0,51.0,93.0,94.5,93.0,71.0,49.0
95.0,47.0,50.0,47.0,50.0,69.5,72.5,69.0,95.0,69.5,51.0,92.0,94.5,92.5,71.5,48.0
95.0,46.0,50.0,47.0,50.0,68.0,72.5,68.5,95.0,68.0,51.0,91.0,95.0,91.0,71.0,47.0
95.0,45.0,50.0,46.0,50.0,67.5,72.0,67.0,95.0,68.0,51.0,90.0,94.0,90.0,71.0,46.0
95.0,45.0,50.0,45.0,50.0,67.0,72.0,66.5,95.0,67.0,51.0,89.0,94.0,89.0,71.5,45.5
95.0,44.0,49.5,44.0,50.0,66.0,72.0,65.5,94.5,66.5,50.5,88.5,94.0,88.0,70.0,123.0
94.0,42.5,49.0,43.0,49.0,65.0,71.0,65.0,94.0,64.0,50.5,86.5,93.5,87.5,70.0,44.0
94.0,42.0,49.0,42.0,49.0,64.0,71.0,65.0,94.0,64.0,50.0,86.0,93.0,87.0,70.0,83.0
94.0,41.0,48.5,41.5,49.0,63.5,71.0,63.0,93.5,63.5,50.0,85.5,92.0,85.0,70.0,42.0
93.0,40.0,48.0,40.5,48.5,62.5,70.5,62.5,93.0,62.0,49.5,84.5,92.5,84.5,70.0,42.0
93.0,39.5,48.0,40.0,49.0,62.0,70.0,62.0,93.0,62.0,49.5,83.5,92.0,84.0,68.5,40.0
93.0,39.0,47.0,39.0,47.0,61.0,70.0,61.0,92.0,61.0,49.0,83.0,92.0,83.0,69.0,39.0
92.0,38.0,47.0,39.0,47.5,60.5,70.0,60.0,92.0,60.0,49.0,82.0,91.5,82.5,69.0,39.5
92.0,37.0,47.0,38.0,47.0,60.0,70.0,60.0,92.0,60.0,49.0,82.0,91.0,82.0,69.0,38.0
91.0,37.0,47.0,37.0,47.0,59.0,69.0,59.0,91.5,58.5,48.5,81.5,91.5,81.5,69.0,37.0
92.0,36.0,46.0,36.5,47.0,59.0,69.0,58.5,91.5,58.5,48.0,81.0,91.0,81.0,69.0,37.0
91.0,35.0,45.5,36.0,46.0,58.0,68.0,58.0,91.0,58.0,48.0,80.0,90.0,80.0,68.0,36.0
91.0,35.0,45.0,35.0,46.0,58.0,68.0,58.0,91.0,57.0,47.0,79.0,89.0,80.0,67.0,35.0
91.0,34.0,45.0,35.0,45.5,56.5,67.5,56.5,90.5,56.5,47.0,79.0,89.0,79.0,67.0,35.0
91.0,34.0,44.0,34.0,45.5,56.5,67.5,56.5,90.0,56.0,46.0,78.0,89.0,79.0,67.0,34.0
90.0,33.0,44.0,33.0,44.0,57.0,66.5,56.0,89.5,56.5,46.0,78.0,88.0,78.0,66.0,33.5
90.0,33.0,44.0,33.0,43.5,56.0,66.0,55.0,89.0,55.0,45.0,78.0,88.0,78.0,65.0,33.0
89.0,32.0,42.0,33.0,43.0,55.0,65.0,55.0,88.0,55.0,44.0,77.0,87.0,77.0,65.0,33.0
88.0,32.0,42.0,33.0,41.5,54.5,65.0,55.0,87.5,54.5,44.0,77.0,86.0,77.0,64.0,32.0
87.0,31.0,41.0,31.5,41.5,54.5,63.5,54.5,86.0,54.5,43.0,77.0,85.0,77.0,63.0,32.0
86.0,31.0,40.0,31.0,40.0,54.0,63.0,55.0,85.5,54.5,42.0,76.0,84.0,76.0,62.0,31.5
85.0,31.0,38.5,31.0,39.0,54.5,61.5,54.5,84.0,54.0,41.0,77.0,83.5,76.5,61.0,32.0
84.0,31.0,38.0,31.0,38.5,54.0,61.0,54.0,83.5,54.5,40.0,76.0,82.0,76.0,60.5,31.5
83.0,31.0,37.0,31.0,38.0,54.0,60.0,54.0,82.0,54.0,39.0,76.5,81.0,77.0,60.0,32.0
82.0,31.0,36.0,31.5,37.0,54.0,60.0,54.0,82.0,54.0,38.0,76.0,80.0,76.0,59.0,32.0
81.0,32.0,35.0,32.0,36.0,54.0,58.0,55.0,81.0,55.0,37.0,76.0,79.5,76.5,58.0,32.0
80.0,32.0,34.0,32.0,35.0,54.0,58.0,55.0,80.0,54.0,36.0,77.0,79.0,77.0,58.0,33.5
79.0,32.0,34.0,32.0,34.5,54.5,57.0,55.0,79.0,55.0,35.0,77.0,77.5,77.0,57.0,34.0
78.5,32.5,33.0,32.5,34.0,55.0,56.0,55.0,78.0,55.0,35.0,77.0,77.0,77.0,56.0,33.0
78.0,33.0,32.0,32.5,33.0,55.0,55.5,55.5,78.0,55.0,34.0,77.0,76.5,77.0,55.0,33.5
77.0,33.0,31.5,33.0,32.0,55.0,55.0,55.5,77.0,56.0,33.5,77.5,75.5,77.5,55.0,34.0
76.0,33.0,30.5,33.0,31.0,56.0,54.0,56.0,76.0,56.0,33.0,78.0,75.0,78.0,54.0,34.0
75.0,34.0,29.5,34.0,30.5,56.5,53.0,56.0,75.0,56.0,32.0,79.0,74.0,79.0,54.0,36.0
75.0,34.0,29.0,34.0,30.0,57.0,53.0,57.0,75.0,57.0,31.0,79.0,74.0,79.0,53.0,36.0
74.0,35.0,28.0,35.0,29.0,57.0,51.5,57.5,74.0,57.0,30.0,79.0,73.0,80.0,52.0,35.0
74.0,35.5,27.5,35.0,28.0,58.0,51.0,58.0,74.0,58.0,29.0,80.0,73.0,80.0,52.0,36.0
73.0,36.0,27.0,36.0,27.5,58.5,51.0,58.5,73.0,58.5,29.0,80.0,72.0,81.0,51.0,37.5
73.0,36.0,26.0,36.5,27.0,59.0,50.0,59.0,73.0,59.0,28.0,81.0,71.5,81.5,50.0,37.0
72.0,37.0,26.0,37.0,26.5,60.0,49.0,60.0,72.0,60.0,27.0,82.0,71.0,82.0,50.0,37.0
71.0,38.0,25.0,38.0,26.0,61.0,49.0,60.0,72.0,61.0,27.0,83.0,70.0,83.0,49.0,39.0
71.0,38.5,25.0,39.0,26.0,61.0,49.0,61.5,71.0,62.0,26.0,84.0,70.0,84.0,48.0,40.0
71.0,39.0,24.0,39.5,25.0,62.0,49.0,62.0,71.0,62.0,26.0,84.5,69.0,84.5,48.0,40.0
71.0,41.0,24.0,41.0,25.0,63.0,49.0,63.0,71.0,63.0,26.0,85.0,69.5,85.5,49.0,42.0
70.0,41.0,24.0,41.5,25.0,64.0,48.0,64.0,70.0,64.0,25.5,86.0,69.0,86.0,49.0,42.0
70.0,42.0,24.0,42.0,25.0,64.0,48.0,64.0,70.0,64.0,25.0,87.0,69.0,87.0,49.0,83.5
70.0,43.0,24.0,43.0,25.0,65.0,48.0,65.0,70.0,65.0,25.0,88.0,69.0,87.0,48.0,43.5
70.0,44.0,24.0,44.0,25.0,66.0,48.0,65.0,70.0,65.0,25.0,88.0,69.0,88.0,48.0,44.0
70.0,44.0,24.0,44.0,25.0,67.0,48.0,66.0,70.0,66.5,25.0,89.0,69.0,89.0,49.0,45.0
70.5,45.0,25.0,45.0,25.0,67.0,48.5,67.0,71.0,67.0,25.0,90.0,69.0,90.0,49.0,46.0
70.5,46.0,25.0,46.0,25.0,68.0,48.5,68.5,70.5,68.5,25.5,91.0,69.5,91.0,59.0,123.0
71.0,47.0,25.5,48.0,25.5,69.0,48.5,69.0,70.5,69.0,26.0,91.0,70.0,91.0,53.5,123.0
71.0,47.5,26.0,48.0,26.0,69.0,49.0,70.0,71.0,70.0,26.0,91.5,70.0,91.0,49.0,123.0
71.0,48.0,26.0,48.0,26.0,70.0,49.0,70.0,71.0,70.0,26.5,93.0,70.0,92.0,50.0,123.0
71.5,48.5,27.0,49.5,26.5,71.0,49.5,70.0,71.5,70.0,26.5,93.0,70.5,93.0,54.0,123.0
72.0,50.0,27.0,50.0,26.5,71.5,50.0,71.5,72.0,71.5,27.0,94.0,71.0,94.0,49.5,86.5
72.0,49.5,27.0,50.0,27.0,72.0,50.0,72.0,72.0,72.0,27.0,95.0,71.0,95.0,50.0,51.0
72.5,51.0,28.0,51.0,27.0,73.0,50.5,73.0,72.5,73.0,28.0,96.0,71.5,95.5,51.0,123.0
73.0,52.0,28.5,52.0,28.0,74.0,51.0,73.5,73.0,73.5,28.0,97.0,72.0,96.0,51.0,123.0
74.0,53.0,29.0,53.5,28.5,75.0,51.5,74.5,73.5,74.5,29.0,98.0,72.5,97.5,52.0,123.0
74.0,53.0,29.5,54.0,29.0,75.5,52.5,75.5,74.5,75.5,29.0,99.0,73.0,98.0,52.5,123.0
74.5,53.5,30.0,54.0,29.5,76.5,53.0,76.0,75.0,76.0,30.0,99.5,74.0,99.0,53.0,123.0
75.5,54.5,31.0,55.0,30.5,77.5,53.5,76.5,75.5,76.5,31.0,100.0,74.5,99.5,53.5,89.0
76.0,55.0,31.0,56.0,31.0,77.5,54.0,77.0,76.5,77.5,31.0,101.0,75.5,100.5,54.0,89.5
77.0,56.0,32.0,56.0,32.0,78.0,54.5,77.5,77.0,78.0,32.0,101.5,76.0,101.0,59.0,123.0
78.0,56.0,33.0,57.0,32.0,79.0,55.5,78.5,78.0,78.0,33.0,102.0,77.0,102.0,58.0,123.0
79.0,56.0,34.0,57.0,33.0,79.0,56.5,78.5,79.0,79.0,34.0,102.0,78.0,102.0,58.0,123.0
79.0,56.0,35.0,57.5,34.5,79.0,57.0,79.0,79.5,78.5,34.5,102.5,78.5,102.0,57.0,123.0
80.0,56.5,35.0,57.0,35.0,79.0,58.0,79.0,80.5,79.0,35.0,102.0,79.0,102.0,58.0,123.0
81.0,56.5,37.0,57.0,36.0,79.0,59.0,79.0,81.0,79.0,36.0,102.0,80.5,102.0,59.0,123.0
81.5,56.5,37.0,57.0,37.0,79.0,59.5,78.5,81.5,78.5,37.0,102.0,81.0,102.0,59.0,123.0
82.0,56.0,38.5,56.5,37.5,78.5,60.0,78.0,82.0,78.0,38.0,101.5,82.0,101.5,60.0,123.0
83.0,55.5,39.0,56.5,38.5,78.0,60.5,77.5,83.0,78.0,38.5,101.5,82.5,101.0,61.0,123.0
84.0,55.0,39.5,56.0,39.0,78.0,62.0,77.0,84.0,77.5,39.0,101.0,83.0,101.0,61.0,89.5
84.5,55.0,40.0,56.0,40.0,77.5,63.0,77.0,84.5,77.5,41.0,100.0,84.0,100.5,62.0,89.5
85.0,55.0,41.0,56.0,40.5,77.5,63.0,76.5,85.0,77.0,41.0,100.0,85.0,100.0,62.0,123.0
85.0,54.5,41.0,55.0,41.0,77.0,63.0,76.5,85.5,77.0,41.5,99.5,85.0,100.0,63.0,55.5
86.0,54.0,42.0,55.0,42.0,76.0,64.0,76.0,86.0,76.0,42.5,99.5,85.5,99.5,63.0,55.0
86.5,54.0,42.0,54.5,42.0,76.0,64.5,75.5,87.0,76.0,43.0,99.0,87.0,99.0,64.0,123.0
88.0,54.0,43.0,54.0,43.0,75.5,65.0,75.5,88.0,75.5,43.5,99.0,87.0,99.0,64.0,123.0
89.0,54.0,44.0,54.0,44.0,75.5,66.5,75.5,88.5,75.5,44.5,98.0,88.0,98.5,63.0,123.0
89.0,54.0,45.0,54.0,45.0,76.0,67.0,75.0,89.0,75.5,45.0,98.0,89.0,98.0,65.0,123.0
90.0,53.0,46.0,53.5,46.0,75.0,68.0,75.0,90.5,75.0,46.5,97.5,90.0,98.0,67.0,123.0
90.5,52.5,46.0,53.0,46.5,74.5,68.5,74.5,91.0,75.0,46.5,97.5,90.5,97.5,68.0,53.0
91.5,52.0,47.0,52.0,46.5,74.0,68.5,74.0,92.0,74.5,48.0,97.5,91.5,97.5,68.5,52.5
92.0,52.0,47.0,52.0,47.5,73.5,69.5,73.5,92.5,74.0,48.0,97.0,92.0,97.0,68.0,123.0
93.0,51.0,48.0,51.5,48.0,73.5,70.0,73.0,93.5,73.5,49.0,96.0,93.0,96.5,70.0,123.0
94.0,50.5,48.0,51.0,48.5,72.5,71.0,73.0,94.0,73.0,50.0,95.5,93.5,96.0,67.5,123.0
94.0,50.0,49.0,50.0,49.0,72.0,71.0,72.0,94.5,72.0,50.5,94.5,94.0,95.5,71.0,50.0
95.0,49.0,49.0,50.0,49.5,71.5,72.0,71.0,95.0,72.0,51.0,94.0,94.0,94.0,71.0,50.0
95.0,48.0,50.0,48.5,50.0,70.5,72.5,70.5,95.0,71.0,51.0,93.0,94.5,93.5,72.0,49.0
95.5,47.5,50.0,47.5,50.0,70.0,72.0,70.0,95.0,70.0,51.0,92.0,94.5,92.5,71.5,48.0
95.0,46.0,50.0,46.5,50.0,69.0,72.5,68.5,95.0,69.0,51.0,91.0,95.0,92.0,71.0,48.0
95.5,45.5,49.5,45.5,50.0,68.0,72.0,67.0,95.0,68.0,51.0,90.5,94.0,90.0,71.0,123.0
95.0,45.0,50.0,45.0,50.0,67.0,72.0,67.0,95.0,67.0,51.0,89.0,94.0,89.5,71.0,46.0
95.0,44.0,49.0,44.0,50.0,66.0,72.0,66.0,94.5,66.5,50.5,88.5,94.0,88.0,71.0,45.0
94.0,43.0,49.0,43.5,49.5,65.5,71.5,65.5,94.0,65.0,50.5,87.0,93.0,87.0,71.0,44.0
94.0,42.0,49.0,42.0,49.0,64.0,71.0,65.0,94.0,64.0,50.0,86.0,93.0,87.0,70.0,43.0
94.0,41.0,48.0,42.0,49.0,63.5,71.0,63.0,93.5,63.5,50.0,85.0,93.0,86.0,70.0,42.0
93.0,41.0,48.0,41.0,48.5,62.5,70.5,62.5,93.5,62.5,50.0,85.0,92.5,84.5,70.0,42.0
93.0,39.0,47.5,40.0,48.5,62.5,70.0,62.0,93.0,62.0,49.5,84.0,92.0,84.0,69.0,41.0
93.0,39.0,47.0,39.0,48.0,61.0,69.5,61.5,92.0,61.0,49.0,83.0,92.0,83.0,69.0,40.0
93.0,38.0,47.0,39.0,47.5,60.5,70.0,61.0,92.0,60.5,49.0,83.0,91.5,82.5,68.5,39.5
93.0,38.0,46.5,38.0,47.5,60.5,70.0,60.0,92.0,60.0,49.0,82.0,91.0,82.0,68.0,81.5
92.0,37.0,47.0,37.0,47.0,59.0,69.0,59.0,91.0,59.0,48.5,81.5,91.5,81.5,69.0,38.0
92.0,36.0,46.0,37.0,47.0,59.0,69.0,59.0,91.5,58.5,48.5,81.5,91.0,82.0,68.0,38.0
91.0,35.0,46.0,36.0,46.0,58.0,69.0,58.0,91.0,58.0,48.0,80.0,90.0,80.0,68.0,36.0
91.0,35.0,45.0,35.0,46.0,58.0,68.0,58.0,91.0,58.0,47.0,79.0,89.5,80.0,67.0,35.0
91.0,34.5,45.0,35.0,45.5,56.5,68.0,57.0,91.0,57.0,47.0,79.0,89.0,79.0,67.0,35.0
90.5,33.5,44.0,34.0,45.5,56.5,67.5,56.5,90.0,56.0,46.0,79.0,89.5,78.5,67.0,34.0
89.5,32.5,44.0,33.0,45.0,56.0,67.0,56.0,89.5,56.5,46.0,78.0,88.5,78.0,66.5,33.5
89.5,32.5,43.0,33.0,44.0,56.0,66.0,56.0,89.0,55.0,45.0,78.0,88.0,78.0,65.0,33.0
89.0,32.0,42.0,32.0,43.5,54.5,66.0,55.0,88.0,55.0,44.0,77.0,87.0,77.0,65.0,33.0
88.0,32.0,41.5,33.0,42.0,55.0,65.0,55.0,87.5,54.5,44.0,77.0,86.0,77.0,64.0,32.5
87.0,31.0,41.0,32.0,41.5,54.5,64.0,54.0,87.0,55.0,43.0,77.0,85.0,77.0,64.0,33.0
86.0,31.0,40.0,31.0,41.0,55.0,63.0,55.0,85.5,54.5,41.5,76.5,84.0,76.5,62.0,32.0
85.0,31.0,39.0,31.0,39.5,54.5,62.0,55.0,84.0,54.5,41.0,77.0,83.5,76.5,61.5,32.0
84.0,31.0,38.0,31.0,39.0,54.0,61.0,54.0,83.5,54.5,40.0,76.0,82.0,76.0,60.5,32.0
83.0,31.0,37.0,31.0,38.0,54.0,60.0,54.0,83.0,54.0,39.0,76.5,81.0,77.0,60.0,32.0
82.0,31.0,36.0,31.0,37.0,54.0,60.0,54.0,82.0,54.0,38.0,76.0,80.5,76.5,60.0,32.0
81.0,32.0,35.0,31.0,36.0,54.0,59.0,55.0,81.0,54.5,37.0,76.0,79.5,76.5,58.5,77.5
80.0,32.0,34.0,32.0,35.0,54.0,58.0,54.0,80.0,54.0,36.5,76.5,79.0,76.5,58.0,32.0
79.0,32.0,34.0,32.5,34.5,54.5,57.0,55.0,79.0,55.0,36.0,77.0,78.0,77.0,57.0,33.5
79.0,32.5,33.0,32.5,34.0,55.0,56.5,54.5,79.0,55.0,35.0,77.0,77.0,77.0,57.0,33.0
78.0,33.0,32.0,33.0,33.0,55.0,55.5,55.5,77.5,55.5,34.0,77.0,77.0,77.0,56.0,33.5
77.0,33.0,32.0,33.0,32.0,55.0,55.0,56.0,77.0,56.0,33.5,77.5,75.5,77.5,55.0,34.0
77.0,33.0,31.0,33.0,31.5,55.5,54.0,56.0,77.0,56.0,33.0,78.0,75.0,78.0,54.0,34.0
75.5,34.0,30.0,34.0,31.0,56.0,53.0,56.0,75.0,56.0,32.0,79.0,74.0,79.0,53.5,35.0
75.0,34.0,29.0,34.0,30.0,56.0,52.5,56.5,75.0,56.0,31.0,78.5,74.0,79.0,53.0,36.0
74.0,35.0,28.0,35.0,29.0,57.0,52.0,57.0,74.0,57.0,30.0,79.0,73.5,79.5,52.0,35.0
74.0,35.0,28.0,35.0,28.0,58.0,52.0,58.0,73.5,58.0,29.0,80.0,73.0,80.0,51.0,36.0
73.0,36.0,27.0,36.0,28.0,58.0,51.0,58.0,73.0,58.0,29.0,80.0,72.0,81.0,51.0,37.0
73.0,36.0,26.0,36.0,27.5,58.5,50.0,59.0,73.0,59.0,28.0,81.0,72.0,81.0,50.0,37.0
72.0,37.0,26.0,37.0,26.0,60.0,49.0,60.0,72.0,60.0,27.0,82.0,71.0,82.0,50.0,37.0
72.0,38.0,25.0,38.0,26.0,61.0,49.0,60.0,71.5,60.5,27.0,82.0,71.0,83.0,49.0,38.5
