u0,v0,u1,v1,u2,v2,u3,v3,u4,v4,u5,v5
33.0,38.0,75.5,48.0,59.0,39.0,56.0,80.0,99.0,81.0,12.0,71.0
34.0,40.0,76.0,49.0,60.0,40.5,57.0,81.5,100.0,82.0,13.0,73.0
35.0,42.0,77.5,51.5,61.0,42.0,58.0,83.0,101.5,84.0,14.0,75.0
36.5,43.5,78.5,53.0,62.0,44.0,59.0,85.0,103.0,86.0,15.0,76.0
37.0,45.5,80.5,54.5,63.5,46.0,60.5,87.0,104.0,88.0,16.0,78.0
38.5,47.0,81.0,56.0,65.0,47.0,62.0,89.0,106.0,90.0,18.0,80.0
40.0,49.0,82.0,58.0,65.5,49.0,62.5,90.5,107.0,93.0,19.0,83.0
40.5,50.5,83.0,60.0,66.0,51.0,63.0,92.5,107.5,94.5,20.0,84.5
41.0,52.0,83.5,61.5,67.0,53.0,64.0,94.5,109.0,97.0,21.0,86.0
42.0,54.0,85.0,63.0,68.0,54.5,65.0,96.0,111.0,98.5,21.0,88.0
43.0,56.0,86.0,64.0,69.0,56.0,66.0,98.0,112.0,100.0,22.5,89.0
44.5,56.0,86.5,65.5,70.0,57.0,67.0,99.0,113.0,101.0,24.0,90.0
45.0,57.0,87.0,66.0,70.0,57.0,68.0,100.0,114.0,102.5,25.0,91.0
46.0,57.0,88.0,66.5,71.0,58.0,68.5,100.0,115.0,103.0,25.5,91.0
46.0,58.0,88.5,66.5,71.5,58.0,69.0,100.0,115.0,103.0,26.0,91.0
46.0,57.0,89.0,66.5,72.0,58.0,69.5,100.0,115.0,103.0,26.0,91.0
46.0,57.0,89.0,66.0,72.0,58.0,70.0,99.0,116.0,102.0,26.5,90.5
46.0,56.0,89.0,65.0,72.0,57.0,70.0,98.0,116.0,101.0,27.0,89.5
47.0,55.0,90.0,64.0,72.0,56.0,70.0,97.0,116.0,100.0,27.0,88.0
47.0,54.0,89.0,63.0,72.0,54.0,70.0,95.5,116.0,98.0,27.0,87.0
47.0,52.0,89.5,61.5,72.0,54.0,70.0,94.0,115.5,97.0,27.5,85.5
47.0,51.0,90.0,60.0,72.0,52.0,70.0,93.0,115.0,95.0,27.5,83.5
47.0,50.0,90.0,59.0,72.5,50.0,70.0,91.0,115.5,93.5,27.0,82.0
47.0,48.0,89.5,57.0,72.0,49.5,70.0,89.5,115.5,91.5,27.0,81.0
47.0,46.0,90.0,55.0,72.0,48.0,70.0,88.0,115.0,90.0,27.0,79.0
47.0,45.0,89.5,54.0,73.0,46.0,70.0,87.0,115.0,88.0,27.5,77.5
47.5,43.5,90.0,52.0,73.0,44.0,70.0,85.0,115.0,87.0,27.0,76.0
47.0,42.0,90.0,51.0,73.0,42.0,69.5,83.5,115.0,84.0,27.0,74.0
47.0,41.0,89.5,49.5,73.0,41.0,70.0,82.0,115.0,83.0,27.5,72.5
47.0,39.0,90.0,48.0,73.0,40.0,70.0,81.0,115.0,82.0,27.0,72.0
46.5,37.5,89.0,47.0,73.5,38.5,70.0,79.0,115.0,80.0,28.0,70.0
47.0,37.0,89.0,45.0,73.0,37.0,70.0,78.0,115.0,79.0,27.5,68.5
47.5,34.5,89.0,44.0,74.0,35.0,69.5,76.5,115.0,77.0,27.0,68.0
47.0,34.0,89.5,42.5,73.0,35.0,70.0,76.0,115.0,76.0,27.5,66.5
47.5,32.5,89.5,42.5,74.0,34.0,70.0,75.0,114.5,75.5,27.0,66.0
47.0,32.0,89.5,40.5,73.0,33.0,69.5,74.5,115.0,75.0,27.5,64.5
46.5,31.5,89.5,40.5,73.0,33.0,69.5,74.5,115.0,74.0,27.0,64.0
45.5,30.5,89.5,40.5,73.0,33.0,69.0,74.0,114.0,74.0,26.0,64.0
45.0,31.0,88.0,40.0,73.0,32.0,69.0,74.0,113.5,74.5,25.5,64.5
45.0,31.0,87.5,40.5,72.5,32.0,68.0,74.0,113.5,74.5,25.5,64.5
44.0,32.0,87.0,41.0,71.0,33.0,67.5,74.5,113.0,75.0,24.5,65.0
43.5,33.0,86.0,42.0,71.0,33.0,67.0,75.0,112.0,76.0,24.0,66.0
42.5,34.0,85.5,42.5,70.0,34.0,65.5,76.5,111.0,77.0,23.0,67.0
41.5,35.0,84.0,45.0,69.0,37.0,65.0,77.5,110.0,78.0,21.5,68.5
41.0,36.0,83.5,46.5,68.0,37.0,64.0,79.0,108.0,79.0,20.5,70.0
40.0,38.0,83.0,48.0,67.0,39.0,63.0,80.0,107.0,81.0,20.0,71.0
39.0,40.0,82.0,49.0,66.0,40.5,63.0,82.0,106.0,83.0,18.0,73.0
38.0,42.0,81.0,52.0,65.0,42.0,62.0,84.0,105.0,85.0,17.0,75.0
37.0,44.0,79.5,53.0,63.0,44.0,60.0,85.5,104.0,86.5,16.0,77.0
36.0,45.0,78.0,54.0,62.0,46.0,59.0,87.0,103.0,88.0,15.0,78.0
35.0,47.0,77.0,56.0,61.0,48.0,58.0,88.0,101.5,89.5,14.0,80.0
35.0,48.0,76.5,57.5,60.0,48.5,57.0,90.0,100.5,91.0,13.0,81.5
34.0,50.0,76.0,59.0,59.0,50.0,56.5,91.5,100.0,92.0,12.0,83.0
33.0,51.0,75.0,60.0,45.5,88.0,56.0,92.0,98.5,93.5,11.0,84.0
33.0,52.0,75.0,61.0,45.5,88.5,54.5,93.5,98.0,94.0,10.0,85.5
32.0,53.0,74.0,62.0,33.0,125.0,54.0,94.0,97.0,95.5,9.5,86.5
31.0,54.0,73.0,62.5,56.0,54.0,53.0,95.0,96.0,96.0,8.5,87.5
30.0,54.0,72.5,63.5,56.0,54.0,52.5,95.5,96.0,97.0,8.0,88.0
30.0,55.0,72.0,64.0,55.0,55.0,52.0,96.0,95.0,97.5,7.0,89.0
29.0,56.0,71.0,64.0,54.5,55.0,51.5,96.5,94.5,97.5,6.0,89.5
29.0,56.0,70.5,64.5,54.0,55.0,50.5,97.5,94.0,98.0,5.0,89.5
28.0,56.0,70.5,64.5,54.0,55.0,50.5,97.5,93.0,98.0,4.5,90.0
27.0,55.5,70.0,64.5,53.0,55.5,50.0,97.0,92.5,98.0,4.0,90.0
26.5,55.5,69.0,64.0,52.0,55.0,49.0,97.0,92.5,98.0,3.0,90.0
26.0,55.0,68.5,63.5,52.0,54.5,48.5,96.5,92.0,97.5,2.0,89.5
25.0,54.0,68.5,63.0,51.5,54.0,48.5,95.5,92.0,97.0,1.5,88.5
24.5,53.0,68.0,62.0,51.0,52.5,48.0,95.0,91.0,95.5,1.0,87.5
24.0,52.0,67.0,61.0,51.0,51.0,47.0,93.5,90.5,94.0,1.0,86.0
23.0,50.0,67.0,59.0,51.0,50.0,47.0,92.0,90.0,93.0,0.0,84.0
23.0,48.0,66.0,58.0,50.5,48.0,47.0,90.0,90.0,91.0,0.5,82.5
22.0,46.0,66.0,56.0,51.0,46.0,47.0,88.0,90.0,89.0,0.0,81.0
22.0,44.0,66.0,54.0,51.0,44.0,47.0,86.0,90.0,87.0,0.5,78.5
22.0,42.0,65.5,52.0,51.0,42.0,47.0,84.0,90.0,84.0,0.0,76.0
22.0,40.0,66.0,51.0,51.0,40.0,47.0,83.0,90.0,83.0,1.0,74.0
22.5,38.5,67.0,49.0,51.0,39.0,47.5,81.0,90.0,81.5,1.0,72.0
23.0,37.0,67.0,47.0,51.0,37.0,48.0,80.0,90.0,79.5,1.5,70.5
24.0,35.0,67.0,46.0,51.0,36.0,48.0,78.0,91.0,78.0,1.5,68.5
24.0,34.0,67.5,44.5,52.0,34.0,49.0,77.0,91.0,77.0,2.0,67.0
24.0,33.0,68.0,43.0,52.0,33.0,49.0,76.0,91.5,76.5,3.0,66.0
25.0,32.0,68.0,43.0,53.0,33.0,50.0,75.0,92.0,76.0,3.0,66.0
26.0,32.5,69.0,42.0,53.0,33.0,50.0,75.0,92.0,75.0,4.0,65.0
26.0,31.0,69.5,42.5,53.0,33.0,50.5,74.5,93.0,75.0,5.0,65.0
27.0,31.0,70.0,43.0,54.0,33.0,51.0,74.0,93.5,74.5,5.5,64.5
28.0,32.0,71.0,42.0,54.5,33.0,52.0,74.0,94.0,75.0,6.0,65.0
28.0,32.0,71.5,42.5,55.0,33.0,52.5,74.5,94.5,74.5,7.0,65.0
29.0,33.0,72.0,43.0,56.0,34.0,53.0,75.0,95.5,75.5,8.0,66.0
30.0,34.0,73.0,43.5,57.0,34.0,54.0,76.0,96.0,76.0,9.0,66.5
31.0,34.0,74.0,45.0,58.0,35.0,54.0,77.0,97.0,77.0,10.0,68.0
32.0,36.0,74.0,46.0,58.0,36.5,55.0,78.0,98.0,78.0,11.0,69.0
33.0,37.0,75.0,47.0,58.0,38.0,56.0,79.0,98.0,79.0,11.0,70.0
33.0,39.0,75.5,48.0,59.5,40.0,56.5,80.5,99.0,81.0,12.0,71.0
34.0,40.0,76.5,49.5,60.0,41.0,57.5,82.0,100.5,82.5,13.0,73.0
35.5,41.5,78.0,52.0,61.0,42.0,58.5,83.5,102.0,84.5,14.0,75.0
36.5,43.5,78.5,53.0,62.0,44.0,60.0,85.0,103.0,87.0,15.0,77.0
38.0,46.0,80.0,55.0,63.5,46.5,61.5,87.5,105.0,89.0,17.0,79.0
39.5,47.5,81.0,57.0,65.0,48.0,62.0,90.0,106.0,90.5,18.0,81.0
40.0,49.0,82.0,58.5,66.0,50.0,62.5,90.5,107.0,93.0,19.0,83.0
41.0,51.0,83.0,60.5,66.0,51.0,63.0,92.5,108.0,94.0,20.0,84.5
41.5,52.5,84.0,62.0,67.5,53.0,64.0,95.0,110.0,97.0,21.0,86.5
42.5,54.0,85.0,63.5,69.0,55.0,65.5,97.0,111.0,99.0,21.5,88.0
43.5,55.5,86.0,65.0,70.0,56.0,66.5,98.0,112.0,100.0,23.0,89.5
44.5,56.5,87.0,65.5,70.0,57.0,67.5,99.0,113.0,102.0,24.0,90.5
45.0,57.0,88.0,66.0,70.0,58.0,68.0,100.0,114.0,102.0,25.0,91.0
46.0,57.0,88.0,66.5,71.0,58.0,68.5,100.0,115.0,103.0,25.0,91.0
46.0,57.0,88.5,66.5,71.5,58.0,69.0,100.0,115.0,103.0,26.0,91.0
46.0,57.0,89.0,66.5,72.0,58.0,69.0,100.0,115.0,103.0,26.0,91.0
47.0,57.0,89.0,65.5,72.0,58.0,70.0,99.0,116.0,102.0,27.0,90.0
47.0,56.0,89.0,65.0,72.0,56.0,70.0,98.0,116.0,101.0,27.0,89.0
47.0,55.0,89.5,63.5,72.0,55.0,70.0,97.0,115.5,99.5,27.0,88.0
47.0,53.0,89.0,63.0,72.0,54.0,70.0,95.0,116.0,98.0,27.0,86.5
47.0,52.0,90.0,61.5,73.0,53.0,70.0,94.0,115.5,96.0,27.0,85.0
47.0,51.0,90.0,59.5,72.5,51.5,70.0,92.0,116.0,95.0,27.5,83.5
47.0,49.0,90.0,58.0,73.0,50.0,70.0,91.0,115.0,93.0,27.5,81.5
47.0,48.0,90.0,57.0,72.0,49.5,70.0,89.5,115.0,91.5,27.0,81.0
47.0,46.0,89.5,55.0,72.0,48.0,70.0,87.5,115.5,89.5,27.0,79.5
46.5,44.5,89.5,53.5,72.0,46.0,70.0,86.0,115.0,87.5,27.0,77.0
47.0,43.0,89.5,52.0,73.0,44.0,70.0,85.0,115.0,86.0,27.5,75.5
47.5,41.5,90.0,51.0,73.0,42.0,69.5,83.5,115.0,84.0,27.0,74.0
47.0,40.0,89.5,49.5,73.0,41.0,70.0,82.0,115.0,82.5,27.5,72.5
47.0,39.0,90.0,48.0,73.0,39.5,69.5,80.5,115.0,81.0,27.5,71.0
47.0,37.0,89.5,46.5,73.0,39.0,70.0,79.0,115.0,80.0,28.0,70.0
47.0,36.0,89.5,44.5,73.0,37.0,70.0,78.0,115.0,78.5,27.5,68.5
47.5,34.5,90.0,44.0,73.0,35.0,69.5,76.5,115.0,77.0,27.0,67.0
47.0,33.0,89.5,42.5,73.0,35.0,70.0,76.0,115.0,76.0,27.5,66.5
47.5,32.5,89.5,42.5,73.0,33.0,69.5,74.5,115.0,75.0,27.0,66.0
46.0,31.5,89.5,40.5,73.0,33.0,70.0,74.0,115.0,75.0,27.0,65.0
46.0,31.0,89.5,40.5,73.0,33.0,70.0,74.0,115.0,74.0,27.0,64.0
45.0,31.0,89.5,40.5,73.0,33.0,69.0,74.0,114.0,74.0,26.0,64.0
45.0,31.0,88.0,40.0,73.0,32.0,69.0,74.0,113.5,74.5,25.5,64.5
45.0,31.0,87.5,40.5,72.5,32.0,68.0,74.0,113.5,74.5,25.5,64.5
44.0,32.0,87.0,41.0,71.0,33.0,67.5,74.5,113.0,75.0,25.0,65.0
43.5,32.5,85.5,42.5,71.0,34.0,67.0,75.0,112.0,76.0,23.5,66.5
42.0,34.0,85.0,44.0,69.0,35.0,65.5,76.5,111.0,77.0,22.0,67.0
41.0,35.0,84.0,45.0,69.0,37.0,65.0,78.0,109.5,78.5,21.5,68.5
41.0,37.0,83.0,46.0,68.0,37.0,64.0,79.0,108.0,80.0,20.0,70.0
39.5,38.5,82.0,48.0,67.0,39.0,63.0,80.0,107.0,81.0,19.5,72.0
39.0,40.0,81.5,50.0,66.0,41.0,62.5,82.5,106.0,83.0,18.0,74.0
37.5,42.0,80.5,52.0,64.0,43.0,61.0,84.0,105.5,85.0,17.0,76.0
37.0,44.0,79.5,53.5,63.0,44.0,60.0,85.5,104.0,87.0,16.0,77.0
36.0,45.5,78.5,55.0,47.5,85.5,59.0,87.0,102.5,88.0,14.5,79.0
34.5,47.0,77.5,56.5,60.5,48.0,58.0,89.0,101.0,90.0,14.0,80.0
34.0,48.0,76.5,57.5,60.0,49.0,57.0,90.0,100.5,91.5,12.5,82.0
33.5,49.5,76.0,59.0,59.0,50.0,56.5,91.5,99.0,92.0,12.0,83.0
33.0,51.0,75.0,60.0,58.0,51.0,55.5,92.5,98.5,93.5,11.0,84.0
32.5,52.0,74.5,61.5,57.0,52.0,54.5,93.5,97.5,94.5,10.0,85.5
32.0,53.0,73.5,62.0,45.0,89.0,54.0,94.0,97.0,95.5,9.0,87.0
31.0,54.0,73.0,63.0,56.0,54.0,53.0,95.0,96.0,96.0,8.5,87.5
30.0,54.0,72.5,63.5,44.0,89.5,52.5,95.5,96.0,97.0,7.5,88.5
30.0,55.0,72.0,64.0,44.0,90.0,52.0,96.0,95.0,98.0,7.0,89.0
29.0,56.0,71.0,64.0,54.0,55.0,51.0,97.0,94.5,97.5,6.0,89.5
29.0,56.0,70.5,64.5,54.0,56.0,50.5,97.5,94.0,98.0,5.0,90.0
28.0,56.0,70.0,65.0,43.0,90.5,50.5,97.5,93.0,98.0,4.0,90.0
26.5,55.5,69.5,64.5,52.5,55.5,49.5,97.5,92.5,98.0,3.5,90.0
26.0,55.0,69.0,64.0,52.0,55.0,49.0,97.0,92.0,98.0,3.0,89.5
25.5,54.5,68.5,63.5,52.0,54.0,48.5,96.5,92.0,97.5,2.0,89.0
25.0,53.5,68.0,63.0,51.5,53.5,48.0,95.5,91.0,96.5,1.0,88.0
24.0,52.0,67.5,61.5,51.0,52.0,48.0,94.5,91.0,95.5,1.0,87.0
24.0,51.0,67.0,60.0,51.0,51.0,47.0,93.0,90.5,94.0,0.5,86.0
23.0,49.0,66.5,59.0,50.5,49.5,47.0,91.5,90.0,92.0,1.0,84.0
23.0,47.5,67.0,58.0,50.5,48.0,47.0,90.0,90.0,90.0,0.0,82.0
22.0,46.0,66.0,56.0,50.5,46.0,46.5,88.0,90.0,89.0,1.0,80.0
22.0,43.0,66.0,53.0,50.0,44.0,47.0,86.0,90.0,87.0,1.0,78.0
22.0,42.0,66.0,52.0,51.0,42.0,47.0,84.0,90.0,84.0,1.0,76.0
22.0,40.0,67.0,50.0,51.0,40.5,47.0,83.0,89.5,82.5,1.0,74.0
22.0,38.0,67.0,48.5,51.0,38.0,47.0,80.0,90.0,81.0,1.0,72.0
23.5,36.5,67.0,46.5,51.0,37.0,48.0,79.0,90.0,79.0,1.0,70.0
23.5,34.5,67.0,45.0,51.0,35.0,48.0,77.5,91.0,78.0,1.5,68.5
24.0,34.0,67.5,44.5,52.0,34.0,49.0,77.0,91.0,77.0,2.0,67.0
24.0,33.0,68.0,43.0,53.0,33.0,49.0,76.0,92.0,76.0,3.0,66.0
25.0,32.0,68.0,43.0,53.0,33.0,50.0,75.0,92.0,75.0,3.0,66.0
25.5,32.0,69.0,42.0,53.0,33.0,50.0,75.0,92.0,75.0,4.0,65.0
26.0,31.5,69.5,42.5,54.0,32.0,50.5,74.5,93.0,74.0,5.5,65.0
27.0,31.5,70.0,42.0,54.5,32.5,51.0,74.0,93.5,74.5,5.5,64.5
28.0,32.0,71.0,42.0,55.0,32.0,52.0,74.0,94.0,75.0,6.0,65.0
28.5,32.5,71.5,42.5,55.0,33.0,52.5,74.5,95.0,75.0,7.5,65.5
29.0,33.0,73.0,43.0,56.0,34.0,53.5,75.5,95.5,75.5,8.0,66.0
30.0,34.0,73.0,44.0,57.0,34.0,54.0,76.0,97.0,77.0,9.0,67.0
31.0,35.0,74.0,45.0,58.0,35.0,54.0,77.0,97.0,77.0,10.0,68.0
32.0,36.0,74.5,46.5,58.0,37.0,55.5,78.0,98.0,79.0,11.0,69.0
33.0,37.0,75.0,47.0,59.0,38.0,56.0,79.5,98.5,80.0,11.0,70.0
33.0,39.0,76.0,48.5,60.0,40.0,57.0,81.0,99.0,81.0,12.0,72.0
35.0,41.0,77.0,50.0,61.0,41.0,58.0,82.0,101.0,83.0,13.0,74.0
36.0,42.0,78.0,52.0,62.0,43.0,58.5,84.0,102.0,85.0,14.0,75.0
37.0,44.5,79.5,53.5,63.0,45.0,60.0,86.0,104.0,87.0,15.5,77.5
38.0,46.0,80.0,55.0,64.0,47.0,61.0,88.0,105.0,89.0,17.5,79.5
39.0,48.0,81.0,57.0,65.0,48.5,62.0,90.0,106.0,91.0,19.0,81.0
40.0,49.5,82.5,58.5,66.0,50.0,63.0,92.0,107.0,93.0,19.0,83.0
41.0,51.5,83.0,60.5,66.0,52.0,64.0,93.0,108.0,95.0,20.0,85.0
42.0,53.0,84.0,62.0,67.5,53.5,65.0,95.5,110.0,98.0,21.0,87.0
42.5,55.0,85.5,63.5,69.0,55.0,66.0,97.0,111.0,99.0,22.0,88.5
44.0,56.0,86.0,65.0,70.0,56.0,67.0,98.0,112.0,101.0,23.0,90.0
45.0,57.0,87.0,66.0,70.0,57.5,67.5,99.0,114.0,102.0,24.0,91.0
45.0,57.5,88.0,66.0,70.5,58.0,68.0,100.0,114.0,102.0,25.0,91.0
46.0,58.0,88.5,66.5,71.0,58.0,69.0,100.0,115.0,103.0,26.0,91.0
46.0,58.0,88.5,66.5,71.0,58.0,69.0,100.0,115.0,103.0,26.0,91.0
46.0,57.0,89.0,66.5,52.5,91.5,69.5,99.5,115.5,102.5,26.5,90.5
46.0,57.0,89.5,65.5,72.0,58.0,70.0,99.0,115.5,101.5,27.0,90.0
46.0,56.0,89.0,65.0,52.5,90.5,70.0,97.5,116.0,100.0,27.0,89.0
47.0,55.0,89.5,63.5,72.0,56.0,70.0,97.0,116.0,99.0,27.0,87.5
46.5,53.0,90.0,62.0,72.0,54.0,70.0,95.0,115.5,97.5,27.0,86.0
47.0,52.0,90.0,61.0,73.0,52.0,70.0,94.0,116.0,96.0,27.0,85.0
47.0,50.0,89.5,59.5,72.0,51.0,70.0,92.0,115.5,94.0,27.0,83.0
47.0,49.5,90.0,58.0,73.0,50.0,70.0,90.5,115.0,92.5,27.5,81.5
47.0,47.5,90.0,56.0,72.0,48.0,70.0,89.0,115.0,91.0,27.0,80.0
47.0,46.0,89.5,55.0,73.0,46.0,70.0,87.0,115.0,89.0,27.0,78.0
47.0,44.0,89.5,53.5,72.0,45.5,69.5,85.5,115.0,87.0,27.0,77.0
47.0,43.0,89.5,51.5,72.0,44.0,70.0,83.5,115.0,85.0,27.0,75.0
47.0,41.0,89.0,50.0,73.0,42.0,70.0,83.0,115.0,84.0,27.0,74.0
47.0,40.0,90.0,49.0,73.0,41.0,69.5,81.5,115.0,82.0,27.5,72.5
47.0,39.0,89.5,47.5,73.0,39.0,70.0,80.0,115.0,81.0,28.0,71.0
47.0,37.0,89.5,46.5,73.0,38.0,70.0,79.0,115.0,79.0,27.5,69.5
47.0,35.0,89.5,44.5,73.0,37.0,70.0,77.0,115.0,78.0,27.5,68.5
47.0,34.5,89.5,43.5,73.0,35.0,70.0,76.0,115.0,77.0,27.5,66.5
47.0,33.0,89.5,42.5,73.0,35.0,70.0,75.5,115.0,76.0,27.5,66.5
47.0,32.5,90.0,42.0,73.0,33.0,69.5,74.5,115.0,75.0,27.0,65.5
46.0,32.0,89.5,40.5,73.0,33.0,69.5,74.5,115.0,74.0,27.5,64.5
45.0,31.0,89.5,40.5,73.0,33.0,70.0,74.0,114.0,74.0,27.0,64.0
45.0,31.0,89.0,40.0,73.0,33.0,69.0,74.0,114.0,74.0,26.0,64.0
45.0,31.0,87.5,40.5,73.0,32.0,69.0,74.0,113.5,74.5,25.5,64.5
44.0,31.0,87.5,40.5,72.0,32.0,67.5,74.5,113.5,74.5,25.5,64.5
44.0,33.0,86.5,41.5,71.0,33.0,67.5,74.5,112.0,75.0,24.0,65.0
43.0,33.0,85.5,42.5,70.0,34.0,67.0,76.0,111.5,76.5,23.5,66.5
41.5,35.0,85.0,44.0,69.0,35.0,65.5,76.5,110.5,77.5,22.0,68.0
41.0,36.0,84.0,45.0,68.5,37.0,65.0,78.0,109.0,79.0,21.0,69.0
40.0,38.0,83.0,47.0,67.0,39.0,63.0,80.0,107.5,80.5,20.0,71.0
40.0,39.0,82.0,48.5,66.0,40.0,63.0,81.0,107.0,82.0,19.5,72.5
38.0,41.0,81.0,50.0,65.0,41.5,62.0,83.0,106.0,84.0,18.0,74.0
37.0,43.0,80.5,52.0,64.0,43.0,60.5,85.0,105.0,86.0,17.0,76.0
37.0,44.5,79.0,53.5,63.0,45.0,59.5,86.0,103.5,87.0,15.5,77.5
36.0,46.0,78.0,55.5,61.5,46.5,58.5,87.5,102.0,89.0,14.5,79.0
35.0,48.0,77.0,57.0,60.0,48.0,58.0,89.0,101.0,90.0,13.5,81.0
34.5,49.0,76.0,58.0,60.0,50.0,56.5,90.5,100.0,91.5,12.5,82.0
33.5,50.0,75.5,59.5,58.0,50.0,56.5,91.5,99.0,93.0,11.0,83.5
33.0,51.0,74.5,60.5,58.0,52.0,55.0,93.0,98.5,93.5,10.5,85.0
32.0,52.0,74.5,61.5,57.5,52.0,54.5,93.5,97.5,95.0,10.0,86.0
31.0,53.0,74.0,62.0,56.0,53.0,54.0,95.0,96.5,95.5,9.0,87.0
30.5,53.5,73.0,63.0,56.0,54.0,53.0,95.5,96.5,96.5,8.0,88.0
30.0,54.0,72.5,63.5,55.5,54.0,52.5,95.5,95.5,97.5,7.0,89.0
29.0,55.0,72.0,64.0,55.0,55.0,52.0,97.0,94.5,97.5,7.0,89.0
29.0,56.0,71.0,64.5,43.5,90.0,51.0,97.0,94.0,98.0,6.0,89.5
28.0,56.0,70.5,64.5,53.0,56.0,50.5,97.5,94.0,98.0,5.0,90.0
27.5,55.5,70.0,64.5,32.5,125.0,50.0,97.0,93.0,98.0,4.0,90.0
26.5,55.5,69.5,64.5,53.0,55.0,49.5,97.5,92.5,98.0,3.0,90.0
26.0,55.0,69.0,64.0,52.0,55.0,49.0,97.0,92.0,97.5,3.0,89.5
25.0,54.0,68.5,63.5,52.0,54.0,48.5,96.0,91.5,97.0,2.0,89.0
24.5,53.5,68.0,62.0,51.5,53.0,48.0,95.5,91.0,96.0,1.0,88.0
24.0,52.0,67.5,61.5,50.5,52.0,48.0,94.0,91.0,95.0,1.0,87.0
23.0,51.0,67.0,60.0,51.0,51.0,47.0,93.0,90.5,93.5,0.5,85.0
23.0,49.0,67.0,58.0,50.0,49.0,47.0,91.0,90.0,92.0,1.0,83.0
23.0,47.0,67.0,57.0,50.0,48.0,47.0,89.5,90.0,90.0,0.0,82.0
22.0,45.0,66.0,55.0,50.5,45.0,46.0,87.0,89.5,88.0,0.5,80.0
22.0,43.0,66.0,53.0,51.0,43.0,47.0,86.0,90.0,86.0,1.0,77.0
22.0,41.0,66.0,51.0,50.0,42.0,47.0,83.0,90.0,84.0,0.5,74.5
22.0,39.0,67.0,50.0,50.5,40.0,47.0,82.5,89.5,82.5,1.0,73.0
23.0,38.0,67.0,48.0,51.0,38.0,47.0,80.0,90.0,81.0,1.0,71.5
23.0,36.0,67.0,46.0,51.0,37.0,48.0,79.0,91.0,79.0,1.0,70.0
23.5,34.5,67.5,44.5,51.0,35.0,48.0,77.0,91.0,78.0,1.5,68.5
24.0,33.0,67.5,44.5,51.5,34.5,49.0,76.0,91.5,76.5,2.0,67.0
25.0,33.0,68.0,43.0,52.0,33.0,50.0,75.0,92.0,76.0,3.0,66.0
25.0,32.0,69.0,42.0,53.0,33.0,50.0,75.0,92.0,75.0,3.5,65.0
25.5,31.5,69.5,42.5,53.0,33.0,50.0,75.0,92.0,75.0,4.0,65.0
27.0,31.0,70.0,42.0,54.0,32.0,51.0,74.0,93.0,74.5,5.5,64.5
27.0,31.0,70.5,42.5,54.5,32.5,51.0,74.0,94.0,74.0,5.5,64.5
28.0,32.0,71.0,42.0,55.0,33.0,52.0,74.0,94.5,74.5,7.0,65.0
29.0,33.0,72.0,43.0,56.0,33.0,52.5,74.5,95.0,75.0,8.0,66.0
29.0,33.0,72.5,43.5,56.0,34.0,53.5,75.5,95.0,76.0,8.0,66.0
30.0,34.0,73.5,44.0,57.0,35.0,54.5,76.5,96.5,76.5,9.0,67.0
31.0,35.0,74.0,45.0,57.0,36.0,54.0,77.0,97.5,77.5,10.0,68.0
32.0,36.0,74.5,46.5,58.0,37.0,55.0,78.5,98.0,79.0,11.0,69.0
33.0,38.0,75.5,47.5,59.0,38.0,56.0,79.0,99.0,80.0,12.0,71.0
33.0,39.0,76.0,49.0,60.0,40.0,57.0,81.0,100.0,82.0,13.0,72.0
34.5,40.5,77.0,51.0,61.0,42.0,58.0,83.0,101.0,83.0,13.5,74.0
36.0,43.0,78.5,52.0,62.0,44.0,59.0,85.0,103.0,86.0,14.5,76.0
37.0,44.5,79.0,54.0,63.0,45.5,60.0,86.0,104.0,87.0,16.0,78.0
38.0,46.0,81.0,56.0,64.0,47.5,62.0,88.0,105.0,90.0,17.0,80.0
39.0,48.0,82.0,58.0,65.0,49.0,62.0,90.0,106.0,92.0,18.0,82.0
40.0,50.0,82.5,58.5,66.0,51.5,63.0,92.0,107.5,94.0,19.5,84.0
41.0,52.0,83.0,61.0,66.5,52.5,64.0,94.0,109.0,96.0,20.0,85.0
42.0,53.5,84.5,62.5,68.0,54.5,65.0,96.0,110.0,98.0,21.0,87.0
43.0,55.0,86.0,64.0,69.0,56.0,66.0,97.5,112.0,100.0,22.0,89.0
44.0,56.0,86.5,65.0,70.0,57.0,67.0,98.5,112.5,101.0,23.5,90.0
45.0,57.0,87.0,66.0,70.0,58.0,68.0,99.5,114.0,102.0,24.0,91.0
46.0,57.0,88.0,66.5,70.0,58.0,68.5,100.0,114.0,103.0,25.0,91.5
46.0,57.0,88.5,66.5,71.0,58.0,69.0,100.0,115.0,103.0,26.0,91.0
46.0,57.0,89.0,67.0,72.0,58.0,69.5,100.0,115.0,103.0,26.0,91.0
46.5,57.0,89.0,66.0,72.0,58.0,69.5,99.5,116.0,102.0,26.5,90.5
46.5,56.0,89.5,65.5,72.0,57.0,70.0,99.0,115.5,101.0,26.5,90.0
47.0,56.0,89.0,64.0,72.0,56.0,70.0,97.5,116.0,100.0,27.0,88.5
47.0,54.0,89.5,63.5,72.0,55.0,70.0,96.0,116.0,99.0,27.0,87.0
47.0,53.0,90.0,62.0,72.0,54.0,70.0,95.0,115.5,97.5,27.0,86.0
