u0,v0,u1,v1,u2,v2,u3,v3,u4,v4
47.0,55.0,69.5,55.5,92.0,55.0,69.0,77.0,69.0,33.0
46.0,55.0,68.0,55.0,91.0,55.0,68.0,77.0,68.0,33.0
45.5,54.5,68.0,55.0,90.0,55.0,67.5,76.5,67.0,33.0
45.0,55.0,67.0,55.0,89.0,55.0,67.0,77.0,67.0,33.0
44.0,55.0,66.0,55.0,88.0,55.0,66.0,77.0,66.0,33.0
43.5,54.5,65.0,55.0,87.5,54.5,65.0,77.0,65.0,33.0
43.0,55.0,64.5,54.5,87.0,55.0,64.5,76.5,64.5,32.5
42.0,55.0,64.0,55.0,86.0,55.0,64.0,77.0,64.0,33.0
41.0,55.0,63.5,55.5,85.5,55.5,63.0,77.0,63.0,33.0
41.0,55.0,63.0,56.0,84.0,55.5,62.5,77.0,62.0,33.0
39.5,55.5,62.0,56.0,84.0,56.0,62.0,77.0,61.5,33.5
39.0,56.0,62.0,56.0,83.0,56.0,61.0,78.0,60.0,34.0
39.0,56.0,60.5,56.5,83.0,56.0,60.5,78.0,60.0,35.0
38.0,56.0,60.0,56.0,82.0,57.0,60.0,78.0,59.5,34.5
37.0,57.0,60.0,57.0,82.0,57.0,59.0,79.0,59.0,35.0
36.0,57.0,58.5,57.5,80.5,57.5,58.0,79.0,58.0,35.5
35.0,58.0,58.0,58.0,80.5,57.5,57.5,79.5,57.0,36.0
35.0,58.0,57.0,58.5,79.0,58.0,57.0,80.0,56.0,36.5
34.0,59.0,56.5,59.0,79.0,59.0,57.0,81.0,56.0,38.0
34.0,60.0,56.0,60.0,78.0,60.0,56.0,81.5,55.0,38.0
33.0,60.5,56.0,61.0,78.0,60.0,55.0,83.0,55.0,38.0
33.0,61.0,56.0,61.0,77.0,61.0,55.0,83.0,54.0,39.5
32.5,62.5,55.0,62.0,77.0,62.0,55.0,84.0,54.0,40.0
32.0,62.0,55.0,62.0,77.0,63.0,54.5,84.5,54.0,41.0
32.0,63.0,55.0,63.0,77.0,63.0,54.0,85.0,54.0,42.0
32.0,64.0,54.5,64.0,77.0,64.0,54.0,86.0,54.0,44.0
32.0,64.5,54.0,65.0,76.5,64.5,54.0,87.0,54.0,44.0
32.0,65.0,54.5,65.0,76.5,65.0,54.0,87.0,53.5,43.5
32.0,66.0,54.5,66.0,76.0,66.0,54.0,87.0,54.0,45.0
32.0,66.0,54.0,66.0,76.0,66.0,54.5,88.0,54.0,46.0
32.5,66.5,55.0,66.0,76.5,66.5,54.5,88.5,54.0,46.0
32.5,67.5,55.0,67.5,77.0,68.0,54.5,89.5,52.5,79.0
32.5,68.0,55.0,67.5,77.0,68.0,55.0,90.0,55.0,46.0
33.0,69.0,55.0,68.0,77.0,69.0,55.0,91.0,54.0,47.0
33.5,69.5,56.0,70.0,77.5,69.5,55.5,91.5,55.0,48.0
34.0,70.0,56.0,70.0,78.0,70.0,56.0,92.0,56.0,49.0
34.5,71.5,57.0,71.0,78.5,71.5,56.5,93.5,56.0,50.0
34.5,71.5,56.5,71.5,78.5,71.5,56.5,93.5,56.0,50.0
34.5,72.5,57.0,72.5,79.0,72.5,56.5,94.5,57.0,51.0
35.0,73.0,58.0,73.0,79.5,73.5,57.5,95.5,57.0,52.0
35.5,74.0,58.0,74.0,80.0,74.0,57.5,96.0,58.0,52.0
36.5,74.5,58.5,74.5,80.5,74.5,58.0,97.0,54.5,82.5
36.5,75.5,59.0,75.0,81.0,75.0,58.5,97.5,51.0,112.0
37.0,76.0,59.5,75.5,82.0,76.0,59.5,98.5,55.0,83.0
38.0,76.0,60.0,76.0,82.5,76.5,60.0,99.0,60.0,54.0
38.0,77.0,60.5,76.5,83.0,77.0,61.0,100.0,60.0,55.0
39.0,77.0,62.0,77.0,84.0,77.5,62.0,99.5,61.5,55.0
40.0,77.5,62.5,77.5,84.5,77.5,62.5,100.0,62.0,56.0
40.5,77.5,63.0,77.0,85.0,77.5,63.0,100.0,56.5,84.0
41.5,77.5,64.0,77.0,86.0,77.5,64.0,100.0,57.0,84.0
42.5,77.5,64.0,78.0,86.0,78.0,64.0,100.0,21.0,112.0
43.0,77.0,65.0,77.0,88.0,77.0,65.0,100.0,36.0,112.0
43.5,77.0,66.0,77.0,89.0,77.0,66.0,99.5,21.0,112.0
44.5,76.5,67.0,76.0,89.0,76.5,67.0,99.0,66.0,55.0
45.0,76.0,67.0,76.0,89.0,76.5,67.0,99.0,67.0,55.0
46.0,76.0,68.0,76.0,90.0,76.0,68.0,98.0,67.5,54.0
46.5,75.5,68.5,75.5,90.5,75.5,68.5,98.0,68.0,54.0
47.0,75.5,69.0,75.5,91.5,75.5,69.0,97.5,68.0,54.0
47.5,75.0,70.0,75.0,92.5,75.5,70.0,97.5,69.5,54.0
48.5,75.0,70.5,74.5,92.5,75.5,70.5,97.5,70.0,54.0
49.0,75.0,71.0,74.0,93.5,75.0,71.0,97.0,70.0,54.0
50.0,74.0,71.5,74.5,94.5,75.0,71.5,97.0,71.0,53.0
50.5,73.5,72.5,73.5,94.5,74.0,72.5,96.5,72.0,52.5
51.0,74.0,72.5,73.5,96.0,74.0,73.0,96.0,72.0,52.0
52.0,73.5,74.0,73.5,96.5,73.5,74.0,95.5,73.5,52.0
52.5,73.5,74.5,73.5,97.0,73.0,74.5,95.5,21.0,112.0
53.0,72.0,75.0,72.0,98.0,73.0,74.5,95.5,74.0,52.0
53.0,72.0,75.5,72.0,99.0,72.0,76.0,94.5,74.0,50.5
54.0,71.0,76.0,71.0,99.0,72.0,76.0,94.0,74.0,50.0
54.5,70.5,76.5,70.5,99.0,71.0,76.0,93.0,75.5,50.0
54.5,70.5,76.5,70.5,99.5,70.5,76.5,92.5,76.0,50.0
54.0,69.0,76.0,69.0,100.0,70.0,77.0,92.0,76.0,48.0
54.5,68.5,76.5,68.5,99.5,68.5,77.0,91.0,76.5,46.5
55.0,68.0,77.0,68.0,99.0,68.0,77.0,90.0,77.0,46.0
54.5,66.5,77.0,67.0,100.0,67.0,76.0,89.0,76.5,45.0
54.5,66.5,76.5,66.5,99.5,66.0,76.5,88.5,76.0,45.0
54.0,65.0,76.0,65.0,99.5,65.5,77.0,87.0,76.0,43.5
54.5,64.5,76.5,64.5,99.0,64.5,76.5,86.5,76.0,43.0
54.0,64.0,76.0,64.0,99.0,64.0,76.0,86.0,76.0,42.0
54.0,63.0,76.0,63.0,98.0,63.0,76.0,85.0,75.5,41.5
54.0,62.0,75.5,62.5,98.0,62.0,76.0,84.0,75.0,41.0
53.5,61.5,75.0,62.0,98.0,62.0,75.5,83.5,75.0,40.0
53.0,61.0,75.0,61.0,98.0,61.0,75.0,83.0,75.0,39.0
52.5,60.5,75.0,60.0,97.0,60.0,75.0,82.0,75.0,38.0
53.0,60.0,75.0,60.0,97.0,60.0,75.0,82.0,74.5,38.5
52.0,59.0,73.5,59.5,97.0,59.0,73.5,81.5,74.0,37.0
52.0,58.5,74.0,59.0,96.5,58.5,74.0,80.5,73.5,36.5
52.0,58.0,74.0,58.0,96.0,58.0,73.0,80.0,73.5,36.5
51.0,58.0,73.0,58.0,96.0,58.0,73.0,79.0,73.0,35.0
51.0,57.0,73.0,57.0,95.0,57.0,73.0,79.0,72.0,35.5
49.5,56.5,72.0,57.0,95.0,57.0,72.0,78.0,71.0,35.0
49.5,56.5,72.0,56.0,94.0,56.0,71.5,78.5,71.0,35.0
49.0,56.0,71.0,56.0,94.0,56.0,71.0,78.0,70.0,34.0
48.0,56.0,70.0,56.0,93.0,55.0,70.0,77.5,70.0,33.0
47.0,55.0,69.5,55.5,92.0,55.0,69.0,77.0,69.0,33.0
47.0,55.0,68.5,55.0,91.0,55.0,69.0,77.0,68.5,33.0
45.5,54.5,68.0,55.0,90.0,55.0,67.5,76.5,67.0,33.0
45.0,55.0,67.0,55.0,89.5,54.5,67.0,77.0,67.0,33.0
44.0,55.0,66.0,55.0,88.5,55.0,66.0,77.0,66.0,34.0
44.0,55.0,65.5,55.0,87.5,54.5,65.5,76.5,65.0,33.0
43.0,55.0,65.0,55.0,87.0,55.0,65.0,77.0,64.0,33.0
42.0,55.0,64.0,55.5,86.0,55.0,64.0,77.0,63.0,33.0
41.0,55.0,64.0,56.0,86.0,55.0,63.0,77.0,63.0,33.0
41.0,55.0,62.5,56.0,85.0,55.5,62.5,77.0,62.0,34.0
39.5,55.5,62.0,56.0,83.5,55.5,61.5,77.5,61.5,33.5
39.0,56.0,62.0,56.0,84.0,56.0,61.5,77.5,61.0,34.0
38.5,56.0,61.0,56.0,83.0,56.0,61.0,78.0,60.0,35.0
38.0,56.0,60.5,56.5,82.0,56.0,60.0,78.0,59.5,34.0
37.0,57.0,60.0,57.0,82.0,57.0,59.0,79.0,59.0,35.0
36.5,57.5,59.0,57.5,81.0,57.5,58.5,79.5,58.0,35.0
35.5,57.5,58.5,57.5,80.5,57.5,57.5,79.5,57.0,36.0
35.0,58.0,58.0,58.0,79.5,58.0,57.0,80.0,57.0,36.0
34.5,58.5,56.5,59.0,78.5,59.0,56.5,80.5,56.0,37.0
33.5,59.5,56.0,60.0,78.0,59.5,56.0,81.0,56.0,37.0
33.0,60.0,56.0,60.0,78.0,60.0,55.5,82.5,55.0,38.0
33.0,61.0,56.0,61.0,77.0,61.0,55.0,83.0,55.0,38.5
32.5,62.0,55.0,62.0,77.0,61.0,55.0,84.0,55.0,39.0
32.0,62.0,55.0,62.0,77.0,62.5,54.5,84.5,55.0,40.0
32.0,63.0,55.0,63.0,77.0,63.0,54.0,85.0,54.0,41.0
32.0,64.0,55.0,64.0,77.0,64.0,54.0,86.0,54.0,42.5
32.0,64.5,54.5,64.5,77.0,64.0,54.0,87.0,54.0,43.0
32.0,65.0,54.0,65.0,76.0,65.0,54.0,87.0,54.0,43.0
32.0,65.5,55.0,66.0,76.5,65.5,54.0,87.0,54.0,45.0
32.0,66.0,55.0,66.0,76.0,66.0,54.5,88.0,54.0,45.5
32.5,66.5,54.5,66.5,76.5,66.5,54.5,88.5,54.0,45.5
32.5,67.5,55.0,67.5,76.5,67.5,54.5,89.5,54.0,46.0
32.5,68.0,55.0,67.5,77.0,68.0,55.0,90.0,54.0,46.0
33.0,69.0,55.0,68.0,77.0,68.5,55.0,91.0,54.0,47.0
33.5,69.5,56.0,69.0,77.5,69.5,55.5,91.5,55.0,48.0
34.0,70.0,56.0,70.0,78.0,70.0,56.0,92.0,55.0,48.5
34.0,71.0,56.5,70.5,78.5,70.5,56.0,93.0,56.0,49.5
34.5,71.5,56.5,71.5,78.5,71.5,56.5,93.5,56.0,50.0
34.0,72.0,57.0,72.0,79.0,72.0,56.5,94.5,57.0,50.0
35.0,73.0,57.5,73.0,79.0,73.0,57.0,95.0,57.0,51.5
35.5,73.5,58.0,74.0,79.5,73.5,58.0,96.0,51.0,112.0
36.0,74.5,58.5,74.5,80.5,74.5,58.0,97.0,51.0,112.0
36.5,75.5,59.0,75.0,81.0,75.0,58.5,97.5,51.0,112.0
37.0,76.0,59.5,75.5,81.5,75.5,59.0,98.0,51.0,112.0
37.5,76.5,60.0,76.0,82.0,76.0,60.0,99.0,51.0,112.0
38.0,77.0,60.5,76.5,83.0,77.0,60.5,99.5,51.0,112.0
39.0,77.0,62.0,77.0,84.0,77.5,61.0,100.0,61.0,56.0
40.0,77.5,62.5,77.5,84.5,77.5,62.0,100.0,62.0,56.0
40.5,77.5,62.5,77.5,85.0,77.0,62.5,100.0,62.0,56.0
41.5,77.5,63.5,77.5,86.0,77.5,63.0,100.0,57.0,84.0
42.5,77.5,64.0,77.5,86.0,78.0,64.0,100.0,63.0,56.0
42.5,77.5,65.0,77.0,88.0,77.0,64.5,99.5,57.5,84.0
43.0,77.0,66.0,77.0,88.5,77.0,66.0,99.5,65.0,55.0
44.0,77.0,67.0,76.0,89.0,76.5,66.5,99.5,66.0,55.0
45.0,76.5,67.0,76.0,89.0,77.0,67.0,99.0,66.5,54.5
46.0,76.0,68.0,76.0,90.0,76.0,67.5,98.5,67.0,54.0
46.5,75.5,68.5,75.5,90.5,75.5,68.5,98.0,68.0,54.0
46.5,75.5,68.5,75.5,91.0,76.0,69.0,98.0,68.0,54.0
47.5,75.0,69.5,75.5,92.0,75.5,70.0,97.5,68.5,54.0
48.0,75.0,70.0,75.0,92.5,75.5,70.5,97.5,51.0,112.0
49.0,75.0,70.5,74.5,93.0,75.0,70.5,97.5,51.0,112.0
49.5,74.5,71.5,74.5,94.5,75.0,72.0,97.0,71.0,53.0
50.5,74.0,72.5,73.5,94.5,74.0,72.5,96.5,72.0,53.0
50.5,73.5,72.5,73.5,95.5,74.0,73.0,96.0,72.0,52.5
52.0,73.0,74.0,74.0,96.5,73.5,74.0,96.0,73.0,52.0
52.5,73.5,74.5,73.5,97.0,73.0,74.5,95.5,74.0,51.5
52.5,73.0,74.5,72.5,98.0,73.0,74.5,95.5,74.0,51.0
53.0,72.0,75.0,72.0,98.0,72.0,75.5,95.0,75.0,50.0
53.5,71.5,75.5,71.5,99.0,72.0,76.0,94.0,74.5,50.0
54.0,71.0,76.0,71.0,99.0,71.0,76.0,93.0,75.5,49.5
54.5,70.5,76.5,70.5,99.0,71.0,76.5,92.5,76.0,49.0
55.0,70.0,76.0,70.0,100.0,70.0,77.0,92.0,76.0,48.0
54.5,68.5,76.5,68.5,100.0,69.0,77.0,91.0,76.0,47.0
55.0,68.0,76.5,68.5,100.0,68.0,77.0,90.0,77.0,46.0
54.5,66.5,77.0,67.0,99.5,67.0,77.0,89.0,76.5,45.0
54.5,66.5,76.5,66.5,100.0,66.0,76.5,88.5,77.0,44.0
54.5,65.5,76.0,66.0,99.5,65.5,76.5,86.5,77.0,44.0
54.5,64.5,76.0,65.0,99.0,65.0,76.5,86.5,76.0,43.0
54.0,64.0,76.0,64.0,99.0,64.0,76.5,86.5,76.0,42.0
54.0,63.0,76.0,63.0,98.0,63.0,76.0,85.0,75.0,42.0
54.0,63.0,75.5,63.0,98.5,62.5,76.0,84.0,75.0,41.0
54.0,62.0,75.0,62.0,98.0,62.0,75.5,83.5,75.0,40.0
53.0,61.0,75.0,61.0,97.5,61.5,75.0,83.0,75.0,39.0
53.0,61.0,74.5,60.5,98.0,60.0,74.5,82.5,75.0,38.0
52.5,60.5,74.5,60.5,97.0,60.0,74.5,82.5,75.0,38.0
52.0,59.0,75.0,59.5,97.0,59.0,74.0,81.0,74.0,37.0
52.0,59.0,74.0,59.0,96.5,58.5,74.0,81.0,74.0,36.0
52.0,58.0,74.0,58.0,96.0,58.0,73.5,80.5,74.0,36.0
51.5,57.5,73.0,58.0,96.0,58.0,73.0,80.0,73.0,35.0
51.0,58.0,73.0,57.0,95.0,57.0,73.0,79.0,73.0,35.0
50.0,56.0,72.0,57.0,95.0,57.0,72.0,78.5,72.0,34.5
49.5,56.5,72.0,56.0,94.0,56.0,72.0,78.0,71.0,35.0
49.0,56.0,71.5,56.0,94.0,56.0,71.0,78.0,71.0,33.5
48.0,56.0,70.0,56.0,93.0,56.0,70.0,78.0,70.0,33.0
47.5,55.5,69.5,55.5,92.0,55.0,69.5,77.5,69.0,33.0
47.0,55.0,69.0,55.0,91.0,55.0,69.0,77.0,69.0,33.0
45.5,54.5,68.0,55.0,90.0,55.0,68.0,76.0,67.0,33.0
45.0,55.0,67.0,55.0,89.5,54.5,67.0,77.0,67.0,33.0
44.0,55.0,66.5,55.0,89.0,55.0,66.0,77.0,66.0,33.0
44.0,55.0,66.0,55.0,88.0,54.0,65.5,76.5,65.0,33.0
43.0,55.0,65.0,55.0,87.0,55.0,65.0,77.0,65.0,33.0
42.0,55.0,64.0,55.5,86.0,55.0,64.0,77.0,64.0,34.0
41.0,55.0,64.0,56.0,86.0,56.0,63.0,77.0,63.0,33.0
41.0,55.0,63.5,55.5,85.0,55.0,63.0,77.0,63.0,33.0
40.0,55.0,62.0,56.0,84.0,55.5,62.0,77.0,62.0,33.5
39.5,55.5,62.0,56.0,84.0,56.0,61.5,77.5,61.0,34.0
39.0,56.0,61.0,56.0,83.0,56.0,61.0,78.0,61.0,34.0
38.5,56.5,60.5,56.5,82.5,56.5,60.5,78.0,60.0,34.0
38.0,57.0,60.0,57.0,82.0,57.0,59.0,79.0,59.0,34.5
36.5,57.0,59.0,57.5,81.0,57.0,59.0,79.0,58.0,36.0
35.5,57.5,58.5,57.5,80.5,57.5,58.0,79.5,57.0,36.0
35.0,58.0,58.0,58.0,80.0,58.0,57.0,80.0,56.0,36.0
34.5,58.5,56.5,59.0,78.5,59.0,57.0,81.0,56.0,37.0
34.0,59.0,56.0,60.0,78.0,59.0,56.0,81.0,56.0,37.5
33.0,60.0,56.0,60.5,78.0,60.0,56.0,82.0,55.0,38.0
33.0,61.0,56.0,61.0,78.0,61.0,55.0,83.0,55.0,39.0
33.0,62.0,55.5,61.5,77.0,61.0,54.5,84.0,54.5,39.5
32.0,62.0,55.0,62.0,77.0,62.0,55.0,84.0,54.0,41.0
32.0,62.5,55.0,63.0,77.0,63.0,54.0,85.0,54.0,41.5
32.0,64.0,55.0,64.0,76.5,63.5,54.0,86.0,54.0,43.0
32.0,64.5,54.0,64.0,77.0,64.0,54.0,86.0,54.0,44.0
32.0,64.5,54.5,64.5,76.5,64.5,54.0,87.0,53.5,43.5
32.0,65.0,54.5,65.5,76.5,65.5,54.0,87.0,53.0,45.0
32.0,66.0,54.5,66.0,76.0,66.0,54.0,88.0,54.0,46.0
32.5,66.5,54.5,66.5,76.5,66.5,55.0,88.0,54.0,46.0
32.0,67.0,55.0,67.0,76.5,67.0,54.0,89.0,36.0,112.0
33.0,68.0,55.0,67.5,77.0,68.0,55.0,90.0,54.0,47.0
33.0,69.0,55.0,68.0,77.0,68.0,55.0,90.5,54.0,47.0
33.5,69.5,56.0,69.0,77.5,69.5,55.5,91.5,54.0,48.0
34.0,70.0,56.0,70.0,78.0,70.0,56.0,92.0,51.0,112.0
34.0,71.0,56.5,70.5,78.5,70.5,56.0,93.0,38.0,80.5
34.5,71.5,56.5,71.5,78.5,71.5,56.5,93.5,38.0,81.0
35.0,72.0,56.5,71.5,78.5,71.5,57.0,94.0,56.0,51.0
35.0,73.0,57.0,73.0,79.0,73.0,57.0,95.0,20.5,112.0
35.5,73.5,58.0,73.0,79.5,73.5,57.5,95.5,21.0,112.0
36.0,74.0,58.0,74.0,80.0,74.0,58.0,96.5,21.0,112.0
36.5,75.5,59.0,75.0,81.0,75.0,58.5,97.5,21.0,112.0
36.5,75.5,59.5,75.5,81.5,75.5,59.0,98.0,39.5,83.0
37.5,76.5,60.0,76.0,82.0,76.0,59.5,98.5,21.0,112.0
38.0,77.0,60.5,76.5,82.5,76.5,60.5,99.5,56.5,83.5
39.0,77.0,61.5,77.0,84.0,77.0,61.0,100.0,56.5,83.5
40.0,77.5,62.0,77.0,84.5,77.5,62.0,99.5,61.5,56.0
40.5,77.5,63.0,77.0,84.5,77.5,62.5,100.0,56.5,84.0
41.0,77.5,63.0,77.0,85.5,77.5,63.0,100.0,56.5,84.0
42.0,77.5,64.0,77.5,86.0,77.5,64.0,100.0,63.0,56.0
42.5,77.5,65.0,77.0,87.0,77.0,64.5,99.5,64.0,56.0
43.0,77.0,65.5,77.0,89.0,77.0,66.0,99.5,65.0,55.0
44.0,77.0,66.5,76.5,89.0,77.0,66.5,99.5,66.5,55.0
45.0,76.0,67.0,76.0,89.0,77.0,67.0,99.0,66.5,54.5
46.0,76.0,67.0,76.0,90.0,76.0,67.5,98.5,67.0,54.0
46.5,75.5,68.5,75.5,90.5,76.0,68.5,98.0,68.0,54.0
46.5,75.5,68.5,75.5,91.0,75.5,68.0,98.0,68.0,54.0
47.0,75.5,69.0,75.5,92.0,75.5,69.0,97.5,69.0,54.0
48.5,75.5,70.0,75.0,92.5,75.5,70.5,97.5,70.0,54.0
49.0,75.0,70.5,74.5,93.0,75.0,70.5,97.5,60.5,83.0
49.5,74.5,71.5,74.5,94.0,75.0,71.5,97.0,36.0,112.0
50.5,74.0,72.0,74.0,95.0,74.0,72.5,96.5,36.0,112.0
50.5,73.5,72.5,73.5,95.0,74.0,73.0,96.0,51.0,112.0
51.0,73.5,73.0,73.5,96.0,74.0,73.5,96.0,36.0,112.0
52.0,73.0,74.0,73.5,97.0,73.0,74.5,95.5,21.0,112.0
52.5,73.0,74.5,73.0,97.5,73.0,74.5,95.5,74.0,51.5
53.0,72.0,75.0,72.0,98.0,72.5,75.0,95.0,74.5,50.5
53.5,71.5,75.5,71.5,99.0,72.0,76.0,94.0,74.5,50.0
54.0,71.0,76.0,71.0,99.0,71.0,76.0,93.0,74.0,50.0
54.5,70.5,76.5,70.5,99.0,71.0,76.5,92.5,63.5,81.0
54.5,70.5,76.5,70.5,99.5,70.5,76.5,92.5,76.0,50.0
54.5,68.5,76.5,68.5,100.0,69.0,77.0,91.0,76.0,47.0
54.5,68.5,76.5,68.5,100.0,68.0,76.5,90.5,76.5,46.5
54.0,67.0,77.0,67.0,99.5,67.5,77.0,89.0,76.0,46.0
54.5,66.5,76.5,66.5,99.5,66.5,76.5,88.5,76.5,45.0
54.5,66.0,76.0,66.0,99.0,66.0,76.5,88.0,76.0,44.0
54.5,64.5,76.5,64.5,99.0,65.0,76.5,86.5,76.0,44.0
54.0,64.0,76.0,64.0,98.5,64.5,76.0,86.0,76.0,43.0
53.5,63.5,76.0,63.0,98.0,63.0,76.0,85.0,74.5,42.0
54.0,63.0,75.5,63.0,98.5,62.5,76.0,85.0,75.0,41.5
54.0,62.0,76.0,62.0,98.0,62.0,76.0,84.0,75.0,41.0
53.0,61.0,75.0,61.0,98.0,61.0,75.0,83.5,74.0,40.0
53.0,61.0,75.0,61.0,97.5,60.5,75.0,83.0,74.0,39.0
53.0,60.0,74.5,60.5,97.0,60.0,75.0,82.0,75.0,38.0
52.5,59.5,74.0,59.0,97.0,59.0,75.0,82.0,74.0,37.0
52.0,59.0,74.0,59.0,97.0,59.0,74.0,81.0,74.0,37.0
52.0,58.0,74.0,58.0,96.5,58.5,73.5,80.5,73.0,37.0
51.0,58.0,73.0,58.0,96.0,58.0,73.0,80.0,72.0,36.0
51.5,57.5,73.5,57.5,95.5,57.5,73.5,79.5,72.0,36.0
50.0,57.0,72.0,57.0,95.0,57.0,72.0,78.5,72.0,35.0
49.5,56.5,71.5,56.5,94.0,56.0,72.0,78.0,71.5,34.5
49.0,56.0,71.5,56.5,94.0,56.0,71.0,78.0,71.0,34.0
48.0,56.0,70.0,56.0,93.0,55.0,70.0,78.0,70.0,33.0
47.5,55.5,70.0,56.0,92.0,55.0,69.5,77.5,69.0,33.0
47.0,55.0,69.0,56.0,91.5,54.5,69.0,77.0,69.0,33.0
46.0,55.0,68.0,55.0,91.0,55.0,68.0,77.0,67.0,33.0
45.0,55.0,67.0,55.0,90.0,55.0,67.0,77.0,67.0,33.0
44.0,55.0,67.0,55.0,89.0,55.0,67.0,77.0,66.0,33.0
44.0,55.0,66.0,55.0,88.0,55.0,66.0,77.0,65.0,33.0
43.0,55.0,65.0,55.0,87.0,55.0,65.0,77.0,65.0,33.0
42.0,55.0,65.0,55.0,86.0,55.0,64.5,77.0,64.0,33.0
41.0,55.0,64.0,55.5,86.0,55.0,64.0,77.0,63.0,33.0
41.0,55.0,63.5,55.5,85.0,55.0,63.0,77.0,63.0,33.5
40.0,55.0,62.5,55.5,84.0,55.5,62.5,77.5,62.0,34.0
39.5,55.5,62.0,56.0,83.5,55.5,61.5,77.5,61.5,33.5
39.0,56.0,61.0,56.0,83.0,55.5,61.0,78.0,61.0,34.0
38.5,56.0,60.5,56.5,83.0,56.0,60.5,78.0,60.0,34.0
38.0,56.0,60.0,57.0,82.0,56.5,60.0,78.0,60.0,34.0
36.5,57.0,59.0,57.0,81.0,57.0,59.0,79.0,59.0,35.0
36.0,57.0,58.5,57.5,80.5,57.5,58.0,79.5,58.0,35.0
35.0,58.0,57.5,58.0,80.0,58.0,57.0,80.0,56.0,36.0
34.5,58.5,57.0,59.0,79.0,58.0,57.0,80.5,56.0,36.0
34.0,59.0,57.0,59.5,79.0,59.0,56.0,81.0,56.0,37.0
33.0,60.0,56.0,60.0,78.0,60.0,56.0,82.0,56.0,38.0
33.0,60.5,56.0,61.0,78.0,60.5,55.0,83.0,55.0,38.5
33.0,61.0,56.0,61.0,77.5,61.5,55.5,83.0,55.0,39.0
32.0,62.0,55.0,62.0,77.0,62.0,55.0,84.0,54.0,40.0
32.0,62.0,55.0,63.0,77.0,63.0,54.0,85.0,54.5,40.5
32.0,63.5,55.0,63.0,77.0,63.0,54.0,85.0,54.0,41.0
32.0,64.0,54.5,64.5,77.0,64.0,54.5,86.5,54.0,43.0
32.0,64.0,54.5,64.5,76.5,64.5,54.5,86.5,54.0,43.0
32.0,65.0,54.0,65.0,76.5,65.0,54.0,87.0,54.0,43.0
32.0,65.5,55.0,66.0,77.0,66.0,54.5,87.5,54.0,45.5
32.0,66.0,54.5,66.0,76.0,66.0,54.5,88.0,54.0,45.5
32.5,66.5,55.0,66.5,76.5,66.5,54.5,88.5,54.0,46.0
33.0,68.0,55.0,67.0,77.0,68.0,54.5,89.5,54.0,46.0
32.5,68.5,55.0,68.0,77.0,68.0,55.0,89.5,54.0,47.0
33.0,69.0,55.5,69.0,77.0,69.0,55.5,91.5,54.5,48.0
33.5,69.5,56.5,69.5,78.0,70.0,56.0,92.0,53.0,80.0
34.0,71.0,56.5,70.5,78.5,70.5,56.0,92.5,54.0,80.5
34.5,71.5,56.5,71.5,78.5,71.5,56.5,93.5,54.0,81.0
34.5,71.5,56.5,71.5,78.5,71.5,57.0,94.0,54.0,81.0
34.5,72.5,57.5,72.5,79.0,73.0,57.0,95.0,52.0,112.0
35.5,73.5,57.5,73.5,79.5,73.5,57.5,95.5,54.5,82.0
36.0,74.0,58.5,73.5,80.0,74.0,58.0,96.0,58.0,52.0
36.0,75.0,58.5,74.5,80.5,74.5,58.5,97.5,58.0,53.0
36.5,75.5,59.0,75.0,81.0,75.0,59.0,98.0,58.5,53.5
37.0,76.0,59.5,75.5,82.0,76.0,59.5,98.5,59.0,54.0
38.5,76.5,60.0,76.0,82.5,76.5,60.0,99.0,60.0,55.0
38.5,77.0,61.5,77.0,83.0,77.0,61.0,100.0,56.0,83.5
40.0,77.0,62.0,77.0,84.0,77.0,62.0,99.5,62.0,55.0
40.5,77.5,63.0,77.0,84.5,77.5,62.5,100.0,62.0,56.0
41.0,78.0,63.0,77.0,85.0,77.0,63.0,100.0,62.0,56.0
42.0,77.5,64.0,77.0,86.0,77.5,64.0,100.0,63.0,56.0
42.5,77.5,64.5,77.5,87.0,77.5,64.0,100.0,58.0,84.0
43.0,77.0,65.0,77.0,88.0,77.0,65.0,99.0,58.0,84.0
44.0,77.0,66.5,76.5,89.0,77.0,66.5,99.5,66.0,55.5
44.5,76.5,67.0,76.0,89.0,76.5,67.0,99.0,66.0,55.0
45.5,76.0,67.0,76.0,89.0,76.5,67.5,98.5,67.0,54.5
46.5,75.5,68.5,75.5,90.0,76.0,68.0,98.0,68.0,54.0
46.5,75.5,68.5,75.5,90.5,75.5,68.0,98.0,68.0,54.0
47.0,75.5,69.0,75.5,92.0,75.0,69.0,97.5,68.5,54.0
48.5,75.5,70.0,75.0,92.5,75.5,70.5,97.5,70.0,54.0
49.0,75.0,71.0,75.0,92.5,75.5,70.5,97.5,70.0,53.5
49.5,74.5,70.5,74.5,94.0,75.0,71.0,97.0,71.0,53.0
50.0,74.0,72.0,74.0,94.5,74.5,72.0,97.0,72.0,52.0
50.5,73.5,72.5,73.5,95.0,74.0,72.5,96.5,72.0,52.5
51.0,74.0,72.5,73.5,96.0,74.0,73.0,96.0,72.5,52.0
52.0,73.5,74.0,73.5,97.0,73.0,74.5,95.5,73.5,52.0
52.5,73.0,75.0,73.0,97.0,73.5,74.5,95.5,74.0,51.0
